,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM
984,19.541,26.87,60.46,26.26,33.59,53.74,50.68,41.52,54.95,49.47,28.7,38.47,52.52,29.31,29.31,50.08,26.26,41.52,19.541,54.95,19.541,26.87,60.46,26.26,33.59,53.74,50.68,41.52,54.95,49.47,28.7,38.47,52.52,29.31,29.31,50.08,26.26,41.52,19.541,54.95
985,19.541,26.87,60.46,26.26,32.98,53.74,51.29,41.52,54.34,49.47,28.7,37.86,53.13,29.92,29.31,50.08,26.26,41.52,19.541,54.34,19.541,26.87,60.46,26.26,32.98,53.74,51.29,41.52,54.34,49.47,28.7,37.86,53.13,29.92,29.31,50.08,26.26,41.52,19.541,54.34
986,19.541,26.87,60.46,25.64,34.2,53.74,51.9,42.13,54.95,49.47,28.09,38.47,53.74,29.31,29.31,50.08,26.26,41.52,19.541,54.95,19.541,26.87,60.46,25.64,34.2,53.74,51.9,42.13,54.95,49.47,28.09,38.47,53.74,29.31,29.31,50.08,26.26,41.52,19.541,54.95
987,18.931,26.25,60.46,26.26,33.59,53.74,51.9,42.13,54.95,49.47,28.09,38.47,53.13,29.92,29.92,50.69,26.87,41.52,18.931,54.95,18.931,26.25,60.46,26.26,33.59,53.74,51.9,42.13,54.95,49.47,28.09,38.47,53.13,29.92,29.92,50.69,26.87,41.52,18.931,54.95
988,18.931,26.25,60.46,25.64,33.59,53.13,52.51,42.13,54.95,49.47,27.48,37.86,53.13,29.31,29.31,51.3,26.87,40.91,18.931,54.95,18.931,26.25,60.46,25.64,33.59,53.13,52.51,42.13,54.95,49.47,27.48,37.86,53.13,29.31,29.31,51.3,26.87,40.91,18.931,54.95
989,18.321,26.25,60.46,26.26,33.59,53.13,52.51,42.13,54.34,49.47,27.48,37.86,53.74,29.31,29.92,50.69,26.87,41.52,18.321,54.34,18.321,26.25,60.46,26.26,33.59,53.13,52.51,42.13,54.34,49.47,27.48,37.86,53.74,29.31,29.92,50.69,26.87,41.52,18.321,54.34
990,19.541,25.64,60.46,26.26,33.59,53.13,53.13,42.75,54.95,49.47,28.09,38.47,51.91,28.7,29.31,50.08,26.87,40.91,19.541,54.95,19.541,25.64,60.46,26.26,33.59,53.13,53.13,42.75,54.95,49.47,28.09,38.47,51.91,28.7,29.31,50.08,26.87,40.91,19.541,54.95
991,19.541,25.64,59.24,25.64,33.59,53.13,53.74,42.75,53.73,49.47,27.48,38.47,50.69,28.7,28.7,50.69,26.87,42.13,19.541,53.73,19.541,25.64,59.24,25.64,33.59,53.13,53.74,42.75,53.73,49.47,27.48,38.47,50.69,28.7,28.7,50.69,26.87,42.13,19.541,53.73
992,20.151,26.25,60.46,26.26,33.59,53.13,53.13,43.36,54.34,50.08,27.48,38.47,50.08,28.7,29.31,50.69,26.87,42.13,20.151,54.34,20.151,26.25,60.46,26.26,33.59,53.13,53.13,43.36,54.34,50.08,27.48,38.47,50.08,28.7,29.31,50.69,26.87,42.13,20.151,54.34
993,18.931,25.64,59.85,25.64,34.2,53.13,53.74,43.36,53.73,50.08,27.48,38.47,50.08,27.48,29.31,51.3,26.87,41.52,18.931,53.73,18.931,25.64,59.85,25.64,34.2,53.13,53.74,43.36,53.73,50.08,27.48,38.47,50.08,27.48,29.31,51.3,26.87,41.52,18.931,53.73
994,19.541,25.03,59.24,25.64,34.2,52.52,54.35,43.36,54.34,50.08,26.87,39.08,49.47,28.09,29.31,51.3,27.48,42.13,19.541,54.34,19.541,25.03,59.24,25.64,34.2,52.52,54.35,43.36,54.34,50.08,26.87,39.08,49.47,28.09,29.31,51.3,27.48,42.13,19.541,54.34
995,19.541,25.03,59.85,25.03,34.2,52.52,54.96,43.36,54.34,49.47,26.87,38.47,48.24,27.48,28.7,51.3,27.48,41.52,19.541,54.34,19.541,25.03,59.85,25.03,34.2,52.52,54.96,43.36,54.34,49.47,26.87,38.47,48.24,27.48,28.7,51.3,27.48,41.52,19.541,54.34
996,18.321,25.64,59.85,25.64,34.2,52.52,54.96,43.36,54.34,49.47,26.87,39.08,48.24,27.48,28.7,51.3,27.48,41.52,18.321,54.34,18.321,25.64,59.85,25.64,34.2,52.52,54.96,43.36,54.34,49.47,26.87,39.08,48.24,27.48,28.7,51.3,27.48,41.52,18.321,54.34
997,18.321,25.03,59.24,26.26,34.2,51.91,54.96,43.97,53.73,50.08,26.26,39.08,48.85,26.87,28.7,51.3,27.48,41.52,18.321,53.73,18.321,25.03,59.24,26.26,34.2,51.91,54.96,43.97,53.73,50.08,26.26,39.08,48.85,26.87,28.7,51.3,27.48,41.52,18.321,53.73
998,18.321,25.64,59.24,25.64,34.2,51.91,55.57,43.97,53.73,49.47,26.26,39.08,48.85,26.26,28.7,51.3,28.09,41.52,18.321,53.73,18.321,25.64,59.24,25.64,34.2,51.91,55.57,43.97,53.73,49.47,26.26,39.08,48.85,26.26,28.7,51.3,28.09,41.52,18.321,53.73
999,18.931,24.42,59.85,25.64,34.2,50.69,55.57,44.58,53.73,50.08,25.65,38.47,47.63,26.26,28.7,51.91,28.09,40.91,18.931,53.73,18.931,24.42,59.85,25.64,34.2,50.69,55.57,44.58,53.73,50.08,25.65,38.47,47.63,26.26,28.7,51.91,28.09,40.91,18.931,53.73
1000,17.711,25.03,59.24,25.03,34.2,51.3,55.57,43.97,53.73,50.08,26.26,37.86,48.24,26.87,28.7,51.91,28.09,40.3,17.711,53.73,17.711,25.03,59.24,25.03,34.2,51.3,55.57,43.97,53.73,50.08,26.26,37.86,48.24,26.87,28.7,51.91,28.09,40.3,17.711,53.73
1001,17.711,24.42,59.24,25.64,34.2,51.3,55.57,43.97,53.12,49.47,25.65,38.47,47.63,26.26,28.09,52.52,28.09,40.3,17.711,53.12,17.711,24.42,59.24,25.64,34.2,51.3,55.57,43.97,53.12,49.47,25.65,38.47,47.63,26.26,28.09,52.52,28.09,40.3,17.711,53.12
1002,17.711,23.81,58.63,25.03,34.2,51.3,56.18,43.97,53.73,49.47,25.65,37.86,47.63,26.26,28.09,51.91,28.7,40.3,17.711,53.73,17.711,23.81,58.63,25.03,34.2,51.3,56.18,43.97,53.73,49.47,25.65,37.86,47.63,26.26,28.09,51.91,28.7,40.3,17.711,53.73
1003,17.101,24.42,58.63,25.03,34.2,51.3,56.18,43.97,53.12,49.47,25.04,37.86,47.63,26.26,28.09,52.52,28.7,40.3,17.101,53.12,17.101,24.42,58.63,25.03,34.2,51.3,56.18,43.97,53.12,49.47,25.04,37.86,47.63,26.26,28.09,52.52,28.7,40.3,17.101,53.12
1004,17.101,24.42,58.63,25.03,34.2,51.3,56.18,44.58,53.12,49.47,24.43,37.86,47.63,25.64,27.48,52.52,28.7,40.3,17.101,53.12,17.101,24.42,58.63,25.03,34.2,51.3,56.18,44.58,53.12,49.47,24.43,37.86,47.63,25.64,27.48,52.52,28.7,40.3,17.101,53.12
1005,16.491,23.81,58.63,24.42,33.59,51.3,56.79,44.58,53.73,50.08,24.43,37.25,47.02,25.64,27.48,51.91,29.31,40.3,16.491,53.73,16.491,23.81,58.63,24.42,33.59,51.3,56.79,44.58,53.73,50.08,24.43,37.25,47.02,25.64,27.48,51.91,29.31,40.3,16.491,53.73
1006,15.881,23.2,58.02,24.42,33.59,51.3,56.79,44.58,53.12,49.47,24.43,37.86,46.41,25.03,26.87,53.13,29.31,40.3,15.881,53.12,15.881,23.2,58.02,24.42,33.59,51.3,56.79,44.58,53.12,49.47,24.43,37.86,46.41,25.03,26.87,53.13,29.31,40.3,15.881,53.12
1007,15.881,23.2,57.4,24.42,34.2,51.3,56.79,44.58,52.51,49.47,23.82,37.25,46.41,25.03,27.48,52.52,29.31,39.69,15.881,52.51,15.881,23.2,57.4,24.42,34.2,51.3,56.79,44.58,52.51,49.47,23.82,37.25,46.41,25.03,27.48,52.52,29.31,39.69,15.881,52.51
1008,15.881,22.59,57.4,23.81,32.98,51.3,57.4,44.58,52.51,49.47,23.82,37.25,46.41,23.81,26.87,53.13,29.92,39.69,15.881,52.51,15.881,22.59,57.4,23.81,32.98,51.3,57.4,44.58,52.51,49.47,23.82,37.25,46.41,23.81,26.87,53.13,29.92,39.69,15.881,52.51
1009,15.271,23.2,58.02,23.81,33.59,50.69,56.79,44.58,52.51,49.47,23.82,37.25,46.41,23.2,26.87,52.52,29.31,39.69,15.271,52.51,15.271,23.2,58.02,23.81,33.59,50.69,56.79,44.58,52.51,49.47,23.82,37.25,46.41,23.2,26.87,52.52,29.31,39.69,15.271,52.51
1010,15.881,22.59,57.4,23.81,33.59,50.69,56.79,44.58,52.51,48.86,23.82,37.25,46.41,23.2,26.87,52.52,29.92,40.3,15.881,52.51,15.881,22.59,57.4,23.81,33.59,50.69,56.79,44.58,52.51,48.86,23.82,37.25,46.41,23.2,26.87,52.52,29.92,40.3,15.881,52.51
1011,15.271,22.59,57.4,23.2,33.59,51.3,57.4,44.58,51.9,49.47,23.82,37.25,46.41,22.59,26.26,52.52,29.92,41.52,15.271,51.9,15.271,22.59,57.4,23.2,33.59,51.3,57.4,44.58,51.9,49.47,23.82,37.25,46.41,22.59,26.26,52.52,29.92,41.52,15.271,51.9
1012,15.271,21.98,58.02,23.2,32.98,50.69,58.01,45.188,51.9,48.86,23.82,37.25,46.41,21.98,26.26,52.52,29.92,44.57,15.271,51.9,15.271,21.98,58.02,23.2,32.98,50.69,58.01,45.188,51.9,48.86,23.82,37.25,46.41,21.98,26.26,52.52,29.92,44.57,15.271,51.9
1013,15.271,21.98,57.4,22.59,32.98,50.08,58.01,44.58,51.29,48.86,22.59,37.25,46.41,21.98,25.65,53.13,29.92,43.96,15.271,51.29,15.271,21.98,57.4,22.59,32.98,50.08,58.01,44.58,51.29,48.86,22.59,37.25,46.41,21.98,25.65,53.13,29.92,43.96,15.271,51.29
1014,14.651,21.98,57.4,23.2,32.37,50.69,57.4,44.58,51.29,48.86,22.59,37.25,45.8,21.98,25.65,53.13,29.92,44.57,14.651,51.29,14.651,21.98,57.4,23.2,32.37,50.69,57.4,44.58,51.29,48.86,22.59,37.25,45.8,21.98,25.65,53.13,29.92,44.57,14.651,51.29
1015,14.651,21.98,56.79,22.59,32.98,50.08,57.4,45.188,51.29,48.86,22.59,37.25,44.58,21.37,25.04,53.13,30.53,43.96,14.651,51.29,14.651,21.98,56.79,22.59,32.98,50.08,57.4,45.188,51.29,48.86,22.59,37.25,44.58,21.37,25.04,53.13,30.53,43.96,14.651,51.29
1016,14.651,21.37,56.79,22.59,32.37,50.08,58.01,44.58,50.68,47.64,21.98,36.642,44.58,21.37,25.65,53.13,30.53,43.35,14.651,50.68,14.651,21.37,56.79,22.59,32.37,50.08,58.01,44.58,50.68,47.64,21.98,36.642,44.58,21.37,25.65,53.13,30.53,43.35,14.651,50.68
1017,13.431,21.37,56.79,23.2,32.37,49.47,58.01,44.58,50.68,48.25,21.98,36.642,43.97,21.37,25.65,52.52,29.92,43.35,13.431,50.68,13.431,21.37,56.79,23.2,32.37,49.47,58.01,44.58,50.68,48.25,21.98,36.642,43.97,21.37,25.65,52.52,29.92,43.35,13.431,50.68
1018,13.431,21.37,56.79,23.2,32.37,50.08,57.4,44.58,50.68,48.25,21.98,36.031,43.36,20.76,25.04,52.52,29.92,43.35,13.431,50.68,13.431,21.37,56.79,23.2,32.37,50.08,57.4,44.58,50.68,48.25,21.98,36.031,43.36,20.76,25.04,52.52,29.92,43.35,13.431,50.68
1019,13.431,20.76,56.79,22.59,32.37,49.47,58.01,44.58,50.68,48.25,21.98,36.031,43.36,20.76,24.43,52.52,29.92,42.13,13.431,50.68,13.431,20.76,56.79,22.59,32.37,49.47,58.01,44.58,50.68,48.25,21.98,36.031,43.36,20.76,24.43,52.52,29.92,42.13,13.431,50.68
1020,12.821,20.76,56.18,21.98,31.76,48.85,58.01,44.58,50.07,48.25,21.98,36.031,42.75,20.15,24.43,52.52,30.53,42.13,12.821,50.07,12.821,20.76,56.18,21.98,31.76,48.85,58.01,44.58,50.07,48.25,21.98,36.031,42.75,20.15,24.43,52.52,30.53,42.13,12.821,50.07
1021,12.821,20.76,56.79,21.98,31.76,49.47,58.01,43.97,50.07,47.64,21.37,36.031,42.14,19.54,24.43,52.52,30.53,42.13,12.821,50.07,12.821,20.76,56.79,21.98,31.76,49.47,58.01,43.97,50.07,47.64,21.37,36.031,42.14,19.54,24.43,52.52,30.53,42.13,12.821,50.07
1022,12.211,21.37,56.79,21.37,30.53,48.85,57.4,43.97,49.46,47.64,21.37,34.81,43.36,18.93,24.43,53.13,30.53,41.52,12.211,49.46,12.211,21.37,56.79,21.37,30.53,48.85,57.4,43.97,49.46,47.64,21.37,34.81,43.36,18.93,24.43,53.13,30.53,41.52,12.211,49.46
1023,12.211,20.76,56.18,21.37,30.53,47.63,58.01,43.97,49.46,47.64,20.76,35.421,43.36,18.93,24.43,52.52,30.53,40.91,12.211,49.46,12.211,20.76,56.18,21.37,30.53,47.63,58.01,43.97,49.46,47.64,20.76,35.421,43.36,18.93,24.43,52.52,30.53,40.91,12.211,49.46
1024,11.601,20.15,55.57,21.37,30.53,48.24,58.01,43.97,49.46,47.64,20.76,34.81,44.58,18.32,23.21,52.52,30.53,40.91,11.601,49.46,11.601,20.15,55.57,21.37,30.53,48.24,58.01,43.97,49.46,47.64,20.76,34.81,44.58,18.32,23.21,52.52,30.53,40.91,11.601,49.46
1025,11.601,19.54,55.57,20.15,30.53,47.63,57.4,43.36,48.85,47.02,20.15,34.199,45.8,17.71,23.21,52.52,30.53,39.69,11.601,48.85,11.601,19.54,55.57,20.15,30.53,47.63,57.4,43.36,48.85,47.02,20.15,34.199,45.8,17.71,23.21,52.52,30.53,39.69,11.601,48.85
1026,11.601,19.54,55.57,20.15,29.92,47.63,57.4,43.97,48.24,46.41,20.76,34.199,45.8,17.71,23.21,51.91,30.53,39.69,11.601,48.24,11.601,19.54,55.57,20.15,29.92,47.63,57.4,43.97,48.24,46.41,20.76,34.199,45.8,17.71,23.21,51.91,30.53,39.69,11.601,48.24
1027,10.991,18.93,55.57,19.54,29.92,47.02,56.79,43.97,48.85,47.02,20.15,34.199,44.58,17.1,23.21,51.91,29.92,39.69,10.991,48.85,10.991,18.93,55.57,19.54,29.92,47.02,56.79,43.97,48.85,47.02,20.15,34.199,44.58,17.1,23.21,51.91,29.92,39.69,10.991,48.85
1028,10.991,18.93,55.57,19.54,29.92,47.63,58.01,43.97,48.24,46.41,19.54,34.199,43.36,16.48,23.21,50.69,30.53,39.08,10.991,48.24,10.991,18.93,55.57,19.54,29.92,47.63,58.01,43.97,48.24,46.41,19.54,34.199,43.36,16.48,23.21,50.69,30.53,39.08,10.991,48.24
1029,10.991,18.93,55.57,19.54,29.31,47.02,57.4,43.36,48.24,46.41,20.15,33.589,42.75,16.48,22.6,51.3,29.92,39.08,10.991,48.24,10.991,18.93,55.57,19.54,29.31,47.02,57.4,43.36,48.24,46.41,20.15,33.589,42.75,16.48,22.6,51.3,29.92,39.08,10.991,48.24
1030,10.381,18.93,54.96,18.93,29.31,47.02,57.4,43.97,47.63,46.41,19.54,33.589,41.53,15.87,22.6,51.3,30.53,37.86,10.381,47.63,10.381,18.93,54.96,18.93,29.31,47.02,57.4,43.97,47.63,46.41,19.54,33.589,41.53,15.87,22.6,51.3,30.53,37.86,10.381,47.63
1031,9.771,18.93,54.35,18.93,28.7,47.02,57.4,43.36,47.02,46.41,18.93,33.589,40.92,15.26,22.6,51.3,29.92,37.86,9.771,47.02,9.771,18.93,54.35,18.93,28.7,47.02,57.4,43.36,47.02,46.41,18.93,33.589,40.92,15.26,22.6,51.3,29.92,37.86,9.771,47.02
1032,9.771,18.32,54.96,18.32,28.09,46.41,57.4,43.97,47.02,45.8,18.93,32.978,40.31,14.65,21.99,50.69,29.92,37.86,9.771,47.02,9.771,18.32,54.96,18.32,28.09,46.41,57.4,43.97,47.02,45.8,18.93,32.978,40.31,14.65,21.99,50.69,29.92,37.86,9.771,47.02
1033,9.161,18.32,54.35,18.32,28.09,46.41,57.4,43.36,47.02,45.8,18.93,32.978,40.92,14.65,21.38,50.08,29.92,37.24,9.161,47.02,9.161,18.32,54.35,18.32,28.09,46.41,57.4,43.36,47.02,45.8,18.93,32.978,40.92,14.65,21.38,50.08,29.92,37.24,9.161,47.02
1034,9.771,17.71,53.74,17.71,27.48,45.8,56.79,43.97,46.4,45.19,18.93,32.37,40.92,13.43,21.38,50.08,29.92,36.63,9.771,46.4,9.771,17.71,53.74,17.71,27.48,45.8,56.79,43.97,46.4,45.19,18.93,32.37,40.92,13.43,21.38,50.08,29.92,36.63,9.771,46.4
1035,9.161,17.71,53.74,17.71,26.87,46.41,56.79,43.97,47.02,45.8,18.93,32.37,40.31,13.43,21.38,50.69,29.92,36.63,9.161,47.02,9.161,17.71,53.74,17.71,26.87,46.41,56.79,43.97,47.02,45.8,18.93,32.37,40.31,13.43,21.38,50.69,29.92,36.63,9.161,47.02
1036,9.161,17.09,54.35,17.71,26.87,46.41,56.79,43.36,45.79,45.19,18.93,31.76,39.08,12.82,20.76,50.69,29.92,36.02,9.161,45.79,9.161,17.09,54.35,17.71,26.87,46.41,56.79,43.36,45.79,45.19,18.93,31.76,39.08,12.82,20.76,50.69,29.92,36.02,9.161,45.79
1037,8.551,17.71,53.74,17.1,26.26,45.19,56.18,43.36,45.79,44.58,17.71,32.37,39.69,12.21,21.38,50.08,29.92,36.02,8.551,45.79,8.551,17.71,53.74,17.1,26.26,45.19,56.18,43.36,45.79,44.58,17.71,32.37,39.69,12.21,21.38,50.08,29.92,36.02,8.551,45.79
1038,8.551,17.09,53.13,17.1,26.26,45.19,56.18,43.36,45.18,45.19,18.32,31.76,38.47,12.21,20.76,50.08,29.92,36.02,8.551,45.18,8.551,17.09,53.13,17.1,26.26,45.19,56.18,43.36,45.18,45.19,18.32,31.76,38.47,12.21,20.76,50.08,29.92,36.02,8.551,45.18
1039,7.941,17.71,53.13,16.49,25.65,45.19,56.18,43.36,45.18,44.58,17.71,31.76,38.47,11.6,20.15,50.08,29.92,35.41,7.941,45.18,7.941,17.71,53.13,16.49,25.65,45.19,56.18,43.36,45.18,44.58,17.71,31.76,38.47,11.6,20.15,50.08,29.92,35.41,7.941,45.18
1040,7.331,16.48,52.52,16.49,25.65,44.58,56.18,42.75,45.18,44.58,17.71,31.15,37.86,10.99,20.15,49.47,29.92,35.41,7.331,45.18,7.331,16.48,52.52,16.49,25.65,44.58,56.18,42.75,45.18,44.58,17.71,31.15,37.86,10.99,20.15,49.47,29.92,35.41,7.331,45.18
1041,7.331,16.48,52.52,16.49,25.04,45.19,56.18,42.75,44.57,44.58,17.1,31.76,37.25,10.99,19.54,49.47,29.92,34.8,7.331,44.57,7.331,16.48,52.52,16.49,25.04,45.19,56.18,42.75,44.57,44.58,17.1,31.76,37.25,10.99,19.54,49.47,29.92,34.8,7.331,44.57
1042,7.331,17.09,52.52,15.87,25.04,44.58,55.57,42.75,43.96,43.36,17.71,31.15,36.64,10.99,19.54,49.47,29.92,35.41,7.331,43.96,7.331,17.09,52.52,15.87,25.04,44.58,55.57,42.75,43.96,43.36,17.71,31.15,36.64,10.99,19.54,49.47,29.92,35.41,7.331,43.96
1043,6.721,16.48,52.52,14.65,23.82,43.97,55.57,42.75,43.96,43.97,17.71,30.54,36.03,10.38,19.54,49.47,29.92,35.41,6.721,43.96,6.721,16.48,52.52,14.65,23.82,43.97,55.57,42.75,43.96,43.97,17.71,30.54,36.03,10.38,19.54,49.47,29.92,35.41,6.721,43.96
1044,6.111,16.48,51.91,15.26,23.21,43.97,55.57,42.75,43.35,43.36,16.49,30.54,34.81,10.38,18.93,48.86,29.92,35.41,6.111,43.35,6.111,16.48,51.91,15.26,23.21,43.97,55.57,42.75,43.35,43.36,16.49,30.54,34.81,10.38,18.93,48.86,29.92,35.41,6.111,43.35
1045,6.111,16.48,51.91,15.26,23.82,43.97,55.57,42.75,43.35,43.36,16.49,30.54,34.81,10.38,18.93,48.86,29.92,34.19,6.111,43.35,6.111,16.48,51.91,15.26,23.82,43.97,55.57,42.75,43.35,43.36,16.49,30.54,34.81,10.38,18.93,48.86,29.92,34.19,6.111,43.35
1046,5.501,15.87,51.91,15.26,23.21,43.36,54.96,42.13,43.35,42.75,16.49,29.31,34.2,9.16,18.93,47.64,29.31,34.8,5.501,43.35,5.501,15.87,51.91,15.26,23.21,43.36,54.96,42.13,43.35,42.75,16.49,29.31,34.2,9.16,18.93,47.64,29.31,34.8,5.501,43.35
1047,6.111,15.87,51.3,14.65,22.6,43.36,54.96,42.13,42.74,42.14,16.49,29.92,34.2,9.16,18.93,47.64,29.31,34.19,6.111,42.74,6.111,15.87,51.3,14.65,22.6,43.36,54.96,42.13,42.74,42.14,16.49,29.92,34.2,9.16,18.93,47.64,29.31,34.19,6.111,42.74
1048,5.501,15.26,50.69,14.04,21.98,42.75,54.96,42.13,42.13,42.14,16.49,29.31,34.2,8.55,18.32,48.25,29.92,34.19,5.501,42.13,5.501,15.26,50.69,14.04,21.98,42.75,54.96,42.13,42.13,42.14,16.49,29.31,34.2,8.55,18.32,48.25,29.92,34.19,5.501,42.13
1049,5.501,15.87,51.3,14.65,21.98,42.75,53.74,41.52,41.52,41.53,16.49,29.31,34.2,8.55,17.71,47.02,29.31,34.19,5.501,41.52,5.501,15.87,51.3,14.65,21.98,42.75,53.74,41.52,41.52,41.53,16.49,29.31,34.2,8.55,17.71,47.02,29.31,34.19,5.501,41.52
1050,4.881,15.26,50.69,14.04,20.76,42.14,54.35,40.91,41.52,41.53,15.88,28.7,33.59,7.94,17.71,47.64,29.31,34.19,4.881,41.52,4.881,15.26,50.69,14.04,20.76,42.14,54.35,40.91,41.52,41.53,15.88,28.7,33.59,7.94,17.71,47.64,29.31,34.19,4.881,41.52
1051,4.881,15.87,50.69,13.432,21.37,42.75,54.35,41.52,40.91,41.53,16.49,28.09,32.98,7.33,17.71,47.02,29.31,34.19,4.881,40.91,4.881,15.87,50.69,13.432,21.37,42.75,54.35,41.52,40.91,41.53,16.49,28.09,32.98,7.33,17.71,47.02,29.31,34.19,4.881,40.91
1052,4.271,15.26,50.08,13.432,20.15,41.53,53.74,40.91,40.91,41.53,15.88,27.48,32.37,7.33,17.1,46.41,28.09,33.58,4.271,40.91,4.271,15.26,50.08,13.432,20.15,41.53,53.74,40.91,40.91,41.53,15.88,27.48,32.37,7.33,17.1,46.41,28.09,33.58,4.271,40.91
1053,4.271,15.26,49.47,12.821,19.54,42.14,53.74,40.91,40.91,40.31,15.27,27.48,31.76,6.1,17.1,45.8,28.7,33.58,4.271,40.91,4.271,15.26,49.47,12.821,19.54,42.14,53.74,40.91,40.91,40.31,15.27,27.48,31.76,6.1,17.1,45.8,28.7,33.58,4.271,40.91
1054,4.881,15.26,49.47,12.211,19.54,41.53,53.74,39.69,40.3,40.31,15.27,27.48,31.15,6.1,17.1,45.8,28.7,32.97,4.881,40.3,4.881,15.26,49.47,12.211,19.54,41.53,53.74,39.69,40.3,40.31,15.27,27.48,31.15,6.1,17.1,45.8,28.7,32.97,4.881,40.3
1055,3.661,14.65,49.47,12.211,18.93,42.14,52.51,39.69,40.3,40.31,15.27,26.87,30.54,6.1,16.49,45.19,28.09,32.97,3.661,40.3,3.661,14.65,49.47,12.211,18.93,42.14,52.51,39.69,40.3,40.31,15.27,26.87,30.54,6.1,16.49,45.19,28.09,32.97,3.661,40.3
1056,4.271,14.65,48.86,11.6,18.93,42.14,53.13,40.3,39.69,39.7,15.27,26.26,29.31,5.49,16.49,44.58,27.48,32.36,4.271,39.69,4.271,14.65,48.86,11.6,18.93,42.14,53.13,40.3,39.69,39.7,15.27,26.26,29.31,5.49,16.49,44.58,27.48,32.36,4.271,39.69
1057,3.661,14.65,48.24,11.6,18.32,41.53,52.51,39.69,39.69,39.7,15.27,25.65,29.31,5.49,16.49,43.97,27.48,32.97,3.661,39.69,3.661,14.65,48.24,11.6,18.32,41.53,52.51,39.69,39.69,39.7,15.27,25.65,29.31,5.49,16.49,43.97,27.48,32.97,3.661,39.69
1058,3.661,14.04,48.24,10.989,17.71,40.92,52.51,39.69,39.08,38.48,15.27,25.65,28.7,4.27,15.88,43.36,26.87,32.97,3.661,39.08,3.661,14.04,48.24,10.989,17.71,40.92,52.51,39.69,39.08,38.48,15.27,25.65,28.7,4.27,15.88,43.36,26.87,32.97,3.661,39.08
1059,3.051,14.04,48.24,10.379,17.71,41.53,52.51,39.08,38.47,38.48,15.27,25.65,28.09,4.27,15.88,43.97,27.48,32.97,3.051,38.47,3.051,14.04,48.24,10.379,17.71,41.53,52.51,39.08,38.47,38.48,15.27,25.65,28.09,4.27,15.88,43.97,27.48,32.97,3.051,38.47
1060,3.051,14.04,48.24,10.379,17.1,40.31,51.9,39.69,37.86,37.86,14.66,25.04,27.48,4.88,15.88,42.75,27.48,32.36,3.051,37.86,3.051,14.04,48.24,10.379,17.1,40.31,51.9,39.69,37.86,37.86,14.66,25.04,27.48,4.88,15.88,42.75,27.48,32.36,3.051,37.86
1061,3.051,13.43,47.63,9.768,16.49,40.92,51.9,39.08,37.86,38.48,14.66,24.43,27.48,4.27,15.88,42.75,26.87,32.36,3.051,37.86,3.051,13.43,47.63,9.768,16.49,40.92,51.9,39.08,37.86,38.48,14.66,24.43,27.48,4.27,15.88,42.75,26.87,32.36,3.051,37.86
1062,3.051,14.04,47.63,9.768,15.88,40.92,51.29,39.08,37.86,37.86,14.66,24.43,27.48,3.66,15.27,41.53,26.26,31.75,3.051,37.86,3.051,14.04,47.63,9.768,15.88,40.92,51.29,39.08,37.86,37.86,14.66,24.43,27.48,3.66,15.27,41.53,26.26,31.75,3.051,37.86
1063,3.051,13.43,47.02,9.16,15.27,39.69,51.29,39.08,37.25,37.86,14.66,23.82,26.87,3.66,15.27,41.53,26.26,31.75,3.051,37.25,3.051,13.43,47.02,9.16,15.27,39.69,51.29,39.08,37.25,37.86,14.66,23.82,26.87,3.66,15.27,41.53,26.26,31.75,3.051,37.25
1064,2.443,12.82,47.02,9.16,15.27,39.69,51.29,39.08,37.25,37.25,14.04,23.82,26.87,3.66,14.66,41.53,26.26,31.14,2.443,37.25,2.443,12.82,47.02,9.16,15.27,39.69,51.29,39.08,37.25,37.25,14.04,23.82,26.87,3.66,14.66,41.53,26.26,31.14,2.443,37.25
1065,2.443,13.43,47.02,9.16,14.66,39.69,50.68,38.47,36.63,36.64,14.04,23.21,26.26,3.05,14.66,40.92,26.87,31.14,2.443,36.63,2.443,13.43,47.02,9.16,14.66,39.69,50.68,38.47,36.63,36.64,14.04,23.21,26.26,3.05,14.66,40.92,26.87,31.14,2.443,36.63
1066,1.832,12.82,46.41,8.55,14.66,40.31,50.07,39.08,36.63,36.64,14.04,23.21,26.26,3.05,14.05,40.92,26.26,31.14,1.832,36.63,1.832,12.82,46.41,8.55,14.66,40.31,50.07,39.08,36.63,36.64,14.04,23.21,26.26,3.05,14.05,40.92,26.26,31.14,1.832,36.63
1067,1.832,12.82,46.41,7.94,14.05,39.08,50.07,38.47,36.02,36.03,13.43,22.6,25.04,3.05,14.05,40.31,26.26,31.14,1.832,36.02,1.832,12.82,46.41,7.94,14.05,39.08,50.07,38.47,36.02,36.03,13.43,22.6,25.04,3.05,14.05,40.31,26.26,31.14,1.832,36.02
1068,1.222,12.82,45.8,8.55,13.44,39.08,50.07,38.47,36.02,36.03,14.04,22.6,25.04,2.44,14.05,40.31,26.26,31.14,1.222,36.02,1.222,12.82,45.8,8.55,13.44,39.08,50.07,38.47,36.02,36.03,14.04,22.6,25.04,2.44,14.05,40.31,26.26,31.14,1.222,36.02
